"","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12","s13","s14","s15","s16","s17","s18","s19","s20","s21","s22","s23","s24","s25","s26","s27","s28","s29","s30","s31","s32","s33","s34","s35","s36","s37","s38","s39","s40","s41","s42","s43","s44","s45","s46","s47","s48","s49","s50","s51","s52","s53","s54","s55","s56","s57","s58","s59","s60","s61","s62","s63","s64","s65","s66","s67","s68","s69","s70","s71","s72","s73","s74","s75","s76","s77","s78","s79","s80","s81","s82","s83","s84","s85","s86","s87","s88","s89","s90","s91","s92","s93","s94","s95","s96","s97","s98","s99","s100"
"gene28",-0.0211744932127177,0.152201771031484,0.447888850604803,-0.859875493085457,-4.16352953295619,-3.91365284819726,-5.06730016732505,6.88799872867992,-1.57521813444538,-2.5773100496583,-1.44984265538033,2.41065895982402,-0.869507056535469,-9.75155879584545,-6.16611579695251,-3.65961416055474,-5.06358858352183,-1.18882851344995,-1.47895024622757,2.45042646703385,-5.79452273530323,-3.45248425355138,-1.08957366439104,-13.0553118941804,-5.12982919901849,0.866852002900627,-0.784541312732676,1.34614106446671,-1.66285732404339,-1.69108153121754,-1.86897518946312,-6.10568288521912,4.3949852571386,-2.51914471859193,-2.36901600599832,-3.66632560271239,2.97730527616016,-1.85420133674238,-8.37633446899632,-1.11716650843797,-2.8668053686104,-8.07729560928666,-2.43441232977558,-3.58504281108114,-0.67411348177542,-5.38707717865723,-3.87768906664301,-3.62085439017868,-13.2779716102647,-7.22807224771452,-1.12872033667166,-1.44887016754742,0.6734057306529,-3.61038618610436,-3.19132340952587,-3.28468249595419,-6.75652847904149,4.8160961845743,-1.78212955293024,1.03970591892365,-4.88256595766702,4.11290685246546,-4.80465760872749,-6.00815954974875,-2.84104595371705,1.05330078870898,-9.56136512188985,-2.66760474805857,-3.44642671166872,0.158049741726409,-7.12071646142085,-6.30381573032167,-1.95025746277626,-12.3653088855241,-6.80731088344874,-0.720840882486712,-1.12527170568119,0.719378728110221,-3.66441905509588,-5.49887233806448,-0.00950799349855525,-8.09103366031623,6.10290333900519,-2.36352395090542,0.127611025688005,-4.35997622964901,3.76288259221702,-3.77095319177458,-5.72330328468574,-4.61529677558983,-5.2135461426862,-7.86599741199485,-1.69009654155758,-1.28177637532216,0.114958245641271,-4.66443556525729,-2.58191031116386,-1.33738006000603,-14.4154757585202,-2.12220654249204
"gene29",1.93098222533421,1.26327120574146,-3.38355442130264,0.81744759215538,-0.00595827866827814,2.19110090673788,5.08557209899446,4.93299951469425,-0.513909199788742,-4.65210185382341,2.71754805443051,-0.452515099211424,0.827113153475618,-0.707384883354432,0.264322703037968,-4.93232152212798,0.958337079558829,1.42462384798711,1.56125923280991,-1.79850274241211,-5.74300311071112,2.80266993122101,-1.84229517312913,3.80284307258168,-2.21119695190885,3.76512001532086,2.65094038089499,-1.84743015929333,-2.34692861673253,-4.37364513611235,2.04270565848708,-0.475218533963699,4.71667555002261,-0.243212640067573,-4.97706265894051,3.94246522750402,-4.82440704959406,2.4833846190058,-0.0630628929254162,2.90134631408366,-2.23906224004482,4.81140002952877,1.915936320742,-3.1453933307092,-1.28642776980181,-4.04666910620232,7.33625087135389,4.24077735628504,-0.902487844361343,-2.37809022146707,1.70579175332795,2.10946567651625,-2.47203974179344,-0.874162254252394,-3.31219844542177,1.88005999951148,3.12879545400235,-0.750598824706688,3.13183579259959,0.724718162951687,3.2950525718781,0.141567109890754,-1.99213147295444,3.19724215248345,2.88388974513565,-0.0185340105952433,3.21491015916868,-5.44825625724543,-0.78729132373399,-1.94883613397258,-5.04920847018841,3.49110061918166,-1.94321233718948,0.181866952995771,-0.248398289439704,1.51812243931057,3.24112318195315,-1.95855843725317,-0.727256795417481,-2.29876047535295,3.58883190913057,2.69820044651899,-1.52544768252362,0.0171445431012948,0.738583233276977,4.24211606465742,-5.54114574482625,-0.79498362177283,2.33496218192923,3.33211859083316,-3.25246107704559,3.17969997200337,-4.84008641451262,4.12806341037762,-2.4837346777506,-3.95609522009995,0.917042078259871,1.33658862055296,3.52314479923497,0.969363721724058
"gene30",0.659338211291964,-0.604409933148516,-0.8667830754472,7.18677372496461,7.00737051856115,-3.66930909593892,-1.15814998181731,6.57130472004935,0.898468346405685,-4.29634988478731,-4.79061889186046,4.16467560746813,2.34497319828166,-2.04823154024271,-1.04611770881323,-6.46434262817102,-4.50432805059749,4.09809779811566,0.624414980832432,3.66967860749473,-4.91785989244708,-3.46468115822485,-3.71416482621581,1.17375757580768,3.85877370191829,2.46743411865488,0.0607129421332282,-2.5512640744162,3.75539497131012,1.01062165602433,-3.62778615857471,-6.75790908067016,6.49772034542893,-1.3007326023766,-6.09532673644845,-4.32564784022348,-2.74170682491949,0.21879194657775,1.76078234688041,1.09007299420316,-6.75936477980321,-5.89606655793002,4.22307952407011,-8.28433741692741,5.70866895905551,-4.01534306155111,1.43576764445932,3.59686306658859,1.36903699247662,2.91845152457326,1.53324476441879,-0.849835550819972,-3.04061669370374,3.13815341575463,-2.74969431636037,-4.07551063690181,-4.9927577190023,3.10160264424352,2.99991522816013,-2.11326390361578,-7.0907898086457,3.05287518922173,-1.71002933323928,4.07121164897165,3.77171876268935,-3.34526831021867,-4.26809205418987,-0.460217960586615,-4.38387934354565,4.56398298607898,-6.9251958770653,-3.02049406887472,-2.0114154428272,1.29940949338582,2.65652095156466,-0.538728079090743,-0.152840835890907,-3.05729050629046,1.13129077986542,0.792500510314261,0.230460311339811,-7.47456846559076,3.96795228666117,-1.76103233757806,-1.43702684874191,-3.6671113920794,-0.373497537377212,-2.82621319348688,3.69191753492009,1.04121878901009,-3.7196637880117,-4.20102824746682,-2.2794127492316,-2.66117940006955,3.29032394641559,-4.12405227848413,-3.39471127957061,2.77875906416302,3.61532349987428,7.53052969004893
"gene31",-6.07659670570303,-1.60414256242642,1.92573535819345,-4.30691662790685,-2.10616379819892,-3.44711626685313,0.0662331492265119,-3.21409860325867,-2.4018306927118,-2.98539777203983,0.180515199563397,-1.66100089358825,2.73502984580828,-0.705209418652683,-2.14971409971766,1.8548868367578,2.34722118926018,-1.72461460818034,-2.60230800133251,-2.30015204009837,-2.25348837165707,5.95176351308396,1.24539329449458,-0.0204276383719075,-3.7902397270164,-2.79483238482233,-6.49440706469624,1.85943068627413,-0.866881565430117,1.52978327265785,-3.18298507753763,3.71768631482922,-4.17790162964518,0.149294425828221,-1.9118529155278,0.38553355674543,1.31265325160486,2.25841400030456,-1.86255677118284,-1.98144272638931,0.0406248960469036,-0.33831138658721,-3.06074446013241,1.28181849257607,-4.54810961822156,-6.37930276271175,3.78521454971529,-1.6583189918291,1.50347466965358,-5.6097619372005,-4.04862702702163,-6.17807141666384,3.64221884037668,-1.44550609250342,0.781593621947945,-2.9116123357674,1.60626188225124,-0.872171457651285,-3.07964901097377,-1.90433815978522,-1.75091293385042,-3.21562919749004,4.40343976922917,-1.76803856460019,-2.85810540909463,-1.01410964662851,-0.912865724543745,-0.334831500770876,-2.54514656549978,-5.41645187384952,-3.64384904641944,3.74616061309254,1.22896613282722,2.16947067385542,-4.73373945553401,-5.59508372673003,-5.93294679809332,0.822274347149311,-1.7952070273646,-1.0680177840834,-3.31367856929441,1.09270879875273,-1.78233123950491,-2.08046710607203,-2.314507955632,-1.86602831713986,-0.81990771881523,6.13328364045872,-1.64152031643626,-3.80428554862274,0.956733819570909,2.8660697172536,0.966692105728676,-2.30321419252372,-1.6137347007033,-4.18745082417123,5.22293083574912,-1.66892555858468,-1.0857487535121,-3.12687647966023
"gene32",-5.32889517113839,-8.74182558764557,-5.41399982386645,-0.199350275145477,-1.21297545463295,-3.31206676030161,-0.816469203658212,-5.10299121577567,-3.03151309482102,-6.95517835291337,-2.63146809340705,-1.67903498866346,-8.30028021856518,-4.29235244138225,2.37568585161289,-4.0057933225824,-2.22976255427179,-3.77060001615737,-2.70691528644485,-2.013002115116,-15.0825488423696,-0.179099917875361,-0.973839895189683,-2.96283506532635,2.23154468348539,-5.20177572893229,-9.46358350560156,-3.84845939197065,0.584927954967584,2.76968616860953,-2.65775636937073,-2.91481229767243,-5.78181484374715,-2.96797079087188,-5.939466401532,-2.82183568122264,-3.02596137582325,-10.5727943407677,-8.11230823097635,1.1000996736233,-3.80260734946816,-2.95442103307508,-0.930718414509603,-5.83379550652152,-2.23158793233347,-15.6239586567206,-2.77123820156028,-0.240513273303026,-0.75887481296473,3.18212866965261,-3.52681229728361,-9.89896731564191,-6.62636016412668,-1.52047344984872,4.16591783001007,-3.66500908339963,-0.446573710151704,-1.69243034973742,-3.73969444035932,-6.09279060949172,-1.46693585941252,-2.07027586629041,-7.99826580102568,-5.1344578579037,3.93300198570161,-4.79343995938577,-1.4268415877652,-0.975743671083698,-1.31324834090593,-0.146854350766455,-14.1204940487898,-1.33997167029301,0.0343481579822917,-3.22594437418113,2.62451673534447,-2.28218830924736,-8.5185953459534,-2.82752962929328,2.61568804089063,2.45608913723096,-3.43732348251884,-1.52290129827656,-5.46072987879669,-4.1949902517606,-7.00570241775958,-3.95108986784783,0.0285279510162235,-8.36219571545523,-4.77716771954022,3.95406405925562,-1.89512228964507,-2.80684517326083,-2.97404478738549,-2.96116955435648,-1.33234456642588,-16.1493358759794,-0.110346407607285,-2.20722257432467,-4.55624923820405,-1.68011312302986
"gene33",3.08315499095664,1.14803379795354,0.511335956351505,-6.79968095970222,-1.09866828116544,-6.1583519738709,-7.96118931364946,-3.56695160688895,-3.77034048467246,-3.67893289000798,-8.53688508139633,-1.09249023361745,-1.04533486470579,-4.20271508244764,0.546856640682189,-0.323582443755626,-2.6637567697601,5.23621726836041,-6.58664800486301,10.4119705515584,-4.57933786269373,-2.01788797398772,-3.10382425097304,-12.0100426451199,2.04867290525645,-0.56424529604012,0.434600206039132,1.08315737961249,-10.100508485876,-1.36274709900944,-3.94489661842089,-6.89399367141871,-3.536853353159,-3.20854049184158,-4.1232757930089,-9.72821441466746,-0.591739212606126,-2.14777811300316,0.31962937604799,3.39859908631727,-3.65408971882851,-3.18970718490114,4.73119064605536,-10.1175182233674,9.40729299481915,-4.40406718664258,-1.2852355306659,-3.72507189842587,-10.516323478664,0.838846670204503,-0.813044250112208,-1.6266880352145,2.20099186008719,-8.74433264145115,-1.82196897648397,-6.65814826507882,-5.06086452053871,-2.40112952427083,-1.85030966262471,-2.58244831371224,-12.2427523522683,-1.70204611757714,-7.19843416635489,-2.54743122368358,2.68976255638277,-1.41913802666841,-6.12350807577084,2.74396442413879,-8.93575642580916,4.7668256847038,-6.55375507373937,-4.66011500149413,-3.13581661970362,-10.6869196741284,3.10723704510358,-0.268305429321454,-1.99385157661365,1.69437613328623,-11.4839142914995,-3.56906422916895,-3.7462759449885,-7.35600060495008,-2.63650551275133,-5.74744820656518,0.0853906872202326,-10.3061107429613,-2.90282673246645,-5.58487408337926,-0.826039983743583,0.56947223780079,-4.5278959356406,-3.25189030933769,3.38602900655362,-7.23119014562352,8.78035239685818,-6.89968383386053,-2.86144570524935,-1.33067610055324,-11.4321158841406,4.35230602249909
"gene34",0.790445664218637,8.65652877543446,-3.72010430207904,5.59202808875849,2.1189873456579,-4.8433683177148,4.42639181252373,-1.60206801229743,-0.919234811059077,2.49680593621127,-7.23638618225504,3.18182805454788,-5.5302130563496,2.10748093815244,1.46559244314017,-4.37573582591667,-3.33486107769468,2.99849373141843,-2.84375628867351,0.451172327721693,4.39854540081224,-0.381922660655106,-3.02213658800545,6.87313849630896,1.51179051902582,2.04595049381791,6.59519433120076,-0.503933509884677,5.15234222536468,1.93668885302819,-3.64753067230617,0.937531348865661,-2.77981426431764,-2.19065136449383,2.54233647948852,-10.4731734975523,-1.68377576680905,-3.55481680224211,5.18187319140455,1.8945012947774,-1.14723535098996,2.10598225783023,3.41959658116764,-2.20893917553442,4.33841185859803,7.30877913918584,3.9525920144258,1.6815772988745,2.43178529797564,4.22527439721722,1.55603529379085,8.61145102786513,-3.58347685034924,5.67921009162739,1.20820435043231,-2.35345499380314,4.741345160493,-8.74246624331189,-1.3626775691269,5.21233123910682,-6.11355903183073,3.65563165031474,-2.99644247412601,4.5584632608556,4.12766893957182,-1.17233344972182,-1.16885280076937,-1.03480222374276,-0.960835715265063,4.73544569960199,5.59134641576516,2.12084303342653,-2.30917990236316,3.96556540166988,3.11554500936551,0.583655981336886,10.0953733077688,-0.605327346617623,5.52221357093736,3.18000349311331,-4.03661639601196,4.43362851560885,-5.50836524664368,-1.49628371648439,3.9626198609771,-2.73558984402478,0.33765287283378,-4.83241840479196,4.74935199436888,1.02414333250415,0.515573278127575,-0.642132825514091,2.28755268190675,-0.820397340820124,-0.0326660424086142,2.1729104611082,1.99120844093953,1.65216964547773,5.53468352739459,3.08799329888554
"gene35",1.78464694180236,7.80961694084466,1.87952446450351,-0.745133180853788,6.41384847803941,2.59765481047772,3.50647561481802,-0.557168065641396,-2.58357748641527,0.884889405204566,-2.2013388159735,-1.20369072961578,5.49556985998032,1.10322659818741,4.58279040210207,-2.28195873509971,2.45733688675263,-4.27735317163311,-1.64618591724069,1.89140672931211,0.673523559958112,-4.33435256582069,4.07198617302807,-1.16682759185591,0.725598522028906,3.35281069580951,5.73279082409809,2.93682748329094,0.801651613847599,5.57844551075925,3.51419735835203,3.53380604716352,0.608636983303929,-2.19922675029762,-1.04992919179949,-3.16368664490262,1.14690782996668,3.42670798786058,1.51568256155348,3.71078899719044,-4.4611389508797,0.389154898574415,-4.06894759974737,-0.348285391633924,-2.13377820793062,-0.204562647443496,-2.5271615102749,1.03947986222255,1.1861152710734,-0.142097448946243,0.429325895169111,5.19742152538062,1.13693292416127,-0.174077907664788,7.17308703676461,3.89463918552882,5.1089926483113,0.252866357539157,-2.78282079413198,-0.79140386069377,-5.93489369948807,0.309736943318401,3.81996811718662,1.93613246532059,3.46266039859507,-2.84878260061399,0.875453292514918,-4.04618399617245,1.24811741818446,-1.75682581430304,1.7207352047274,-5.58508398749146,2.46469017184299,2.03212650944092,0.986810588130446,2.44554324682353,7.31278021580587,1.780118124586,1.20405921420871,4.49983216082496,0.123194748860619,3.22268459972337,-0.578296065352902,-2.1101811420866,0.595648332091112,-4.6496933516111,-0.823650910344276,8.17235037380413,0.0312762886387969,5.15434351113116,-6.3287075762042,1.46875658166588,-3.4299016552392,0.192309120158621,-2.22899173053379,0.871113344384673,-1.96812254131958,1.03850622225614,0.614478136676778,2.06612501264019
"gene36",-0.729134657297208,-0.998848392676329,-5.1488487097542,-1.15851918465156,0.508906450691293,0.0927133332071611,-4.27464202344329,-3.3846682506208,1.50912804953635,-3.82774933633086,-1.09970517466791,4.62446816256576,0.0758186092359964,-2.88284056134744,-0.422858396004321,-0.78126874093006,-3.72742140495676,-5.27062272147985,1.38060544849916,-4.40699429386477,0.509038048729983,0.453599152591147,-7.60709100999851,-5.67087288605578,2.72567763489463,-2.31234529574072,-2.92291725628322,-6.51759229347543,-1.46891579074272,0.720005481423531,-0.725482261452682,-3.78547245664177,-4.04148309402742,0.461754007286917,-4.52249104977343,-0.715665945420163,4.71027813986441,0.0685778606742355,-2.73255780830991,1.71960493586475,-1.43732616833571,-2.62887740751075,-6.80319131963531,2.62001589552787,-2.28916887963375,0.0350158403825418,2.32690136778645,-5.02017032239746,-3.77083164180224,3.24071035667695,0.341495095736438,-0.992296442291991,-7.11061406131361,-1.78727437096982,0.0583602286915262,-0.670914180526694,-4.57373482191885,-4.82024510253604,3.33837718378228,-0.903376449471523,-0.377710041440156,5.04525495362696,0.0706751980704329,-3.65199591506636,0.859818052818913,0.98556184042253,-3.89777428446997,-5.765070324398,-0.59315445139926,-1.53871393040943,0.123689811153152,-0.565757320460307,-8.65015443676002,-5.01357371749518,2.19226976830239,-0.632303448252194,-2.14569413483324,-6.73852682512297,-3.68877880313571,0.328133153121671,-0.173243072480859,-3.92569861901311,-4.95157365545937,1.69796793074637,-2.73512657620459,-0.106579767017893,3.08685491293284,-0.54356645875614,-2.09955907487191,1.061231877011,-2.1840302730822,-3.69449214020986,-4.46698010602944,0.160347564827867,-0.92301946350763,1.26393555105746,0.110815684299212,-4.43834342676283,-5.69977267749798,3.35050734675105
"gene37",5.48256504141175,6.6394220156136,4.06546771028235,5.88337469612516,6.33539538949836,1.27506707365107,3.3082532272093,3.57483244214771,4.49946137888133,-1.34635344476479,5.22752049349279,4.21886354934388,7.40690736065082,6.75274911894367,0.743268878070068,1.54517233611737,7.85778870145338,10.2847375912243,8.84223203582339,6.89190321791564,5.02489298171513,3.24013685074055,9.43553030528148,0.984689440637905,6.91990129533842,3.62083033877526,6.97986742087694,5.76771808419197,6.57890458013109,4.35015824594089,2.81185254591414,1.41026336766331,6.25259892317932,4.66232723670029,-0.445608261961922,3.77643981581015,1.87975012161605,9.24884137929385,5.8283782471267,0.259102171366749,3.66810696203022,8.76605388759471,9.0382166114596,11.0173874443288,6.28967943231787,3.70819784317958,3.5561745670302,9.1081887692259,1.00295042778818,3.43962236235732,5.82648092356493,6.06629838063587,7.1409374413793,4.88557345400155,2.78707815903169,-0.563774477497656,1.49546215786069,6.06964372493244,3.8732126136034,-4.37590610564298,6.82224268099177,4.03837683127641,7.91059688490811,5.71935550153206,2.44757654318685,3.16157001288221,10.3001637226319,8.55704045873897,9.62073286152659,6.55092688515395,4.79187815580226,3.93743776002634,9.69815125944393,1.14531602576186,3.72678606247528,5.36719349475919,7.79704479012434,5.10555965438502,7.38193694814006,6.13349481066287,-0.0409449116557914,-0.297044261786897,4.17758575919943,3.85158864980756,-1.03068068768847,5.62824619724248,2.00795213367297,6.92175778753909,4.92696301329547,0.0199077745033949,3.90113523853794,7.48432035930006,6.79124264788954,9.24432950779853,6.31239841702698,4.22374590067547,4.49050175328818,10.5923123186722,3.88924477784216,3.63533667838129
"gene38",-0.377253831765714,-0.27092065439531,-5.77109504530426,-6.65103483051345,3.2406635892005,0.855983934834872,-7.00815686450576,3.01872774883403,-8.09121345435782,-2.19356428173384,-2.7884541848325,4.21072583355927,-4.77927860142828,0.297112382162956,-0.0445264897393175,3.15241302114357,-3.00324928710765,5.14826750374523,-6.77691623153867,-1.1118607779217,3.86948523520191,4.01996364717251,-7.52722864187595,-3.51744211745918,5.76651365491032,-0.804609065853459,1.55486370769274,-3.5902896767414,-3.13160518106142,3.8106928167425,2.38691775520083,-5.25604910624426,3.19395480841841,-6.04942086427679,-0.944278049309315,-2.31112271176214,1.75156878509165,-6.78804844236623,-0.450064448583982,0.0351632933065219,8.64305374780996,-2.98433674127701,3.94510608900709,-3.55473574982011,2.77966628906246,3.86792468960414,2.88289690158281,-6.02558000958843,-2.09913028189901,5.80840829560686,-0.751510284057621,-0.162838646840651,-4.18157370745881,-5.9227140865618,2.69418183960906,3.59824906007221,-7.09039648265745,5.22141108007744,-9.09794276336803,-2.05578775895671,-4.17753174692205,3.03263696519315,-1.95372614947378,-1.40051093663723,-1.95367821177818,5.56194383662052,-1.20464049867154,2.548661498822,-3.03058090487303,2.02670695348468,4.71106785205588,5.8906540472969,-7.3524903415311,-2.34933055500137,5.3451990458393,-1.18030069673085,-0.597632968077832,-2.22062339768909,-7.19177121105484,2.00662122382413,0.027886514050821,-3.0695553296532,4.43158530748341,-6.89741381618644,-5.09243061129181,-3.49759481828983,3.77148054457485,-5.72768330264791,1.25348993567582,0.373978554519962,4.6804533727741,-3.31838329284654,4.47886600505858,-5.53624360312277,-0.766780127710139,4.97734632136512,5.08488830314124,-7.52023006585895,-2.25365644468772,3.86806297812056
"gene39",-0.96531578042975,-9.79685114092092,-7.77515425530718,-2.37455212116628,-3.9161336649519,-4.34043336980374,0.505411656516155,-1.58068114687428,-2.71335576499297,-1.26508272334206,-6.22184107462272,-2.31533604002456,-9.39774555411406,-6.86716210559834,-8.74394340542254,0.766275210762762,-3.09012100497661,-2.22568588251323,-1.80102613832201,-1.30572357808252,-3.22122001271248,-10.4991280530254,1.77892575822052,-5.76351064678589,-3.69819167303548,-1.23485975662602,-9.8710566252987,-6.58737324060818,-5.97395260532851,-2.25474548628197,-5.49245864459535,-1.36897585596182,-2.20712036865304,-5.30773204385047,-0.492438017497349,-2.88200113075165,-2.87988610261237,-8.19243241587236,-0.474732163642391,-7.43536927604612,1.25321565974417,-4.3544223862132,-2.42246903646242,-4.71752827520021,-3.59626552613131,-4.55463077190633,-9.21929000116736,1.49043579434567,-4.70208427264406,-2.73435254055164,-5.02533685955949,-11.2316190216076,-3.00513686552665,-5.30090029511569,-4.08922395148224,-5.9170879294837,-3.55985080296267,0.400748584080042,-1.41276574002404,2.50815797983964,-6.22915683581369,-3.16748554891738,-13.5441992584607,-3.77844319340583,-6.33435047656375,3.62364082234915,-5.96130333003371,-0.701674714426349,-7.06083791373175,-4.31326590997318,-1.77884056549086,-13.8284091404229,2.24182466049529,-4.07534556076733,-3.99149360299394,-1.58021515730793,-12.8421201564942,-4.38736196381009,-8.30534624952866,-7.94859195559679,-1.79959017634005,-4.03840526759164,0.0448919291323133,-3.54925184560424,2.21098983665757,-9.76834919179833,0.841000382741008,-9.26944403648934,-2.5966562946267,-3.68138421930163,-1.05719110685621,-2.46168105720266,-1.20108449311665,-1.7349147121591,-3.12369580723882,-2.41885396107517,-11.1939447227377,2.65816003094437,-5.4359749817176,0.948465818189776
"gene40",6.34640963993828,-6.28848507521732,-0.887733470549836,12.2587989651441,5.73167769258675,1.96300252310726,8.00003084037665,6.11719059773025,7.55129777136935,-3.60413585852242,3.96832891909761,11.2621503334796,5.34100596791103,-2.65615943991902,5.64982312917737,1.41570749482026,-1.35952273827829,3.73518462925401,1.82531729257596,-5.38146406656518,5.34858455234332,9.2954274430845,1.92191844175554,0.161721315986238,2.29251623949203,5.09700498844457,-1.9417993440465,-0.252378027853941,9.04144057255888,0.304817758184221,1.41000165429218,5.47538725483055,6.35704780028655,9.01955768791618,-0.906167861338682,3.96394146466147,7.46103034639093,6.79634270730083,6.5461224512263,5.75740345498504,2.75271177522191,0.549115507096638,3.79744255304906,-3.49004023413065,-3.03968914204504,9.65876949892851,11.1182104631946,8.56457524752039,-1.5615842394499,5.1510958626931,8.27582025568498,-1.93354760655912,-1.58346884566702,10.7681158399402,1.82890572217602,2.91098242137054,8.27123400755818,3.90205663244071,12.9049420517528,-0.35283270681364,5.13007853712088,8.23401480222019,7.14915212979986,2.63951946768146,4.62175831694075,6.70720603337715,-0.430737255656809,2.44504245460726,-0.880304972014375,-3.598867017209,5.05154416640379,11.5698010581823,2.12992293217062,-0.638466053221599,1.31445181485189,7.27308975891937,-2.56406837105544,0.843656197781826,9.13944651369082,4.78438428233787,5.36210568404959,7.38569381535925,0.379893948525011,9.22854776881008,1.80446955516433,5.17108642641407,3.82899206901085,3.54426040089105,3.29766892350952,6.91872238828594,0.799599901173053,-2.7109357675925,1.08683831253382,2.69392753337699,-7.06154949013074,8.76372565204758,6.7054492522299,7.22236063792724,2.48737496990123,6.73637509811118
"gene41",-2.05881909687169,1.0986785062517,-10.0986207635779,2.02207927976209,-5.04054917042774,-3.54886950830631,-3.97940910659339,-4.22826186541652,2.78682666908055,2.33214422192398,-4.67969119005799,1.44301269410759,4.39304789302095,4.94005084834776,0.648962695815305,-1.98797635724619,-12.0230332706524,-4.21029247898008,-3.12237273749603,-2.97278632472697,-7.57238784315811,0.440614717084674,-0.00109530273143776,1.45165141520194,-0.339287720876056,-0.414693562687549,6.68352192325688,-7.01146590350364,6.55460110497897,-3.96850939725145,-0.693534161204093,-4.24705001008876,-4.26437123844868,2.69231805439293,0.134136371633775,-1.79301685564606,-2.52299794522092,7.90191247590915,4.88562001174753,-1.85768833118497,0.723677163905632,-5.39949370574965,-5.51716594356727,-7.42372315593035,-1.00236508663829,-0.468804739363615,0.649017663833241,0.794216353600123,-5.47812222457247,0.537262066743055,-2.8233405884228,6.11525964919137,-10.4241852539786,4.36126733380842,-7.39492013142197,-0.094172118944587,0.475286017714317,-6.88623699365359,-0.423571749842438,-5.33040739173167,2.94629721412957,0.485834752784729,7.00498921525765,4.39228343132549,-0.411031424508292,-1.3494107442249,-1.97326718900582,-9.02598243762346,-1.13480481316685,0.024554259595571,-7.44114101922571,4.18070970986644,-0.195728203900614,-5.93554787062824,-2.26923760230877,-1.74226451665973,6.77538796349631,-8.51083478132198,6.44647223735686,-0.305302694574006,-3.80422717165782,1.24199521249163,-5.53307579530915,4.78614090957635,-2.51007636961796,0.886550964523819,-2.67828981230924,4.61547776693444,1.69838752134581,-1.96605122493142,2.86594519783759,-9.59712769253307,-7.50943965300994,-7.33656448473928,-4.63977637319849,-6.39141902799023,-2.73550617042564,1.0478768174627,1.21116652193111,-3.4483211657023
"gene42",5.42038845911543,3.35743321888634,8.88239169071715,8.48224020443874,6.00568710236411,0.54600475607157,4.890117824274,6.9151639069803,3.37070464620486,-1.11449807601381,8.0732845090068,8.23599189841803,9.70152983813305,5.33277717850082,1.50132600215805,7.05581709904178,6.63006728359131,-2.56703586857307,2.9011152199558,9.95752801787284,8.52068082643504,5.13123705968871,4.21066924442174,8.14982449085,5.89606287376523,3.29432654336501,-0.000176716989272407,11.7057494756786,5.45773616733605,6.29939003651256,-2.80128739145471,5.59204275059382,7.25684769679087,1.86551740908595,-0.527680601260498,9.28385371530783,7.15446335980534,9.08156559586676,6.12598728160477,2.64175534811363,4.56173364611216,6.34768977747838,0.198269397038627,4.26915971402242,6.60381643588964,1.02419070619609,3.57513054875847,1.92915712972832,11.3979359609054,10.1922550452392,5.71995924384457,-0.550095842957875,11.6003174239539,3.68192221227892,6.21333486531516,-0.310520201543702,3.02602706438277,8.13503463881154,5.58442559607343,-0.161031611223414,4.71638634922142,7.98366108525082,6.39486363887876,8.23610798930084,4.99434825675753,7.2072782749714,2.97399359853682,0.769361201979116,0.350905589744643,8.17952476848429,7.89244314595946,0.326714083744267,2.95096147566796,12.3136155676571,7.02785118468938,4.5112439050297,-1.06384416190374,7.79753068139019,4.30488095876843,-0.345152809782157,0.620047955160515,3.70159006551317,7.73231793549675,0.139827501212623,-0.193005220220491,2.02515280821612,9.96562352298637,9.18338992093896,9.10129119588896,2.33379514334917,4.79598203981543,6.11941953225443,0.711844085732137,3.95373278624526,7.56760180951197,8.73066240217619,3.20292182060852,1.8600044227142,8.67916154742318,7.21810773506188
"gene43",6.77472822704257,9.93204116229357,7.17601725989719,3.6995024505517,8.96667365023303,12.0000307797657,4.45508481212409,5.87170758067426,7.86443200007349,6.6971662850662,8.31951590812343,6.00513543698576,7.22206244646634,8.28798171128109,11.0421746692677,6.28320463480649,9.87083039040434,10.0165151292699,14.2114703309967,10.9461551849747,3.95841925140841,8.28234389385145,5.37593844577637,3.06498486907851,7.91766855051127,7.80671935736085,11.9407674131564,7.96767664680889,2.96500032339695,9.22659596100839,9.68788287941151,4.2797018718224,6.63149879144349,7.95300213383213,6.43532473945315,7.54578244169346,6.90601466178164,5.08613572723299,7.04797270255738,9.93414628972129,5.48218489288297,8.26210878794458,9.28477599212577,12.7902808669541,10.7869913238802,5.26206829922015,7.89207865489675,5.12388449876834,2.39962419545195,8.6644924772304,8.17980916860082,10.8849477035532,7.28158581363349,3.99622014398657,9.84429184942721,11.2979687503258,4.33674566171284,7.03607559893386,7.50188012859139,5.7013029645822,8.68992192503871,6.0689238134798,7.70642473462432,7.53167915981133,10.4877329542954,6.21759801128766,9.47462982332044,9.24749004434773,13.1100340276635,10.1647055777887,5.96488649389108,8.29274446906819,5.16920464730607,2.35442766524904,6.77008984197665,7.94331281498518,12.3176769393746,6.68104338036024,3.64831649153037,8.90086635163885,10.0061048316016,5.67456759002979,8.3457031102856,8.55040834747142,6.41660036047964,8.08986091521454,5.76365789653911,6.89492832349533,7.79766586746021,8.66992728415716,6.93496965353718,8.03675359296706,9.68855216600677,13.1947107865594,9.16806905981266,4.40160670986973,7.30857313071585,6.14777177357802,2.92845755778844,6.93944482522668
